Date,24 High (USD)
2011-06-10,35
2011-06-12,24.99
2011-06-14,20.99
2011-06-16,19.96
2011-06-18,17.2
2011-06-20,17.35
2011-06-22,15.05
2011-06-24,16.7501
2011-06-26,17.51001
2011-06-28,17.52
2011-06-30,17.5
2011-07-02,16.49
2011-07-04,15.85
2011-07-06,16.5
2011-07-08,15.64276
2011-07-10,15.68
2011-07-12,14.63988
2011-07-14,14.1
2011-07-16,14.1
2011-07-18,13.6901
2011-07-20,14.04
2011-07-22,13.9389
2011-07-24,13.979999
2011-07-26,14.4
2011-07-28,14
2011-07-30,13.8
2011-08-01,13.5501
2011-08-03,13.1
2011-08-05,11.55
2011-08-07,9.8
2011-08-09,12.1
2011-08-11,10.4959
2011-08-13,10.05
2011-08-15,11.89
2011-08-17,11.3
2011-08-19,11.81
2011-08-21,11.59
2011-08-23,11.49
2011-08-25,10.96554
2011-08-27,9.11
2011-08-29,9.4811
2011-08-31,9
2011-09-02,8.4989
2011-09-04,8.5939999988
2011-09-06,7.65713
2011-09-08,7.31509
2011-09-10,6.2089200002
2011-09-12,7.081
2011-09-14,5.9900000009
2011-09-16,5.23
2011-09-18,5
2011-09-20,6.795
2011-09-22,5.83001
2011-09-24,5.66
2011-09-26,5.46014
2011-09-28,4.989
2011-09-30,5.35
2011-10-02,5.16
2011-10-04,5.03
2011-10-06,4.93
2011-10-08,4.594
2011-10-10,4.25937
2011-10-12,4.20612
2011-10-14,4.11455
2011-10-16,3.9009000002
2011-10-18,2.9
2011-10-20,2.42
2011-10-22,3.3
2011-10-24,3.2
2011-10-26,2.876
2011-10-28,3.255
2011-10-30,3.65026
2011-11-01,3.35
2011-11-03,3.299
2011-11-05,3.21
2011-11-07,3.0289
2011-11-09,3.114
2011-11-11,3
2011-11-13,3.099
2011-11-15,2.69
2011-11-17,2.60031
2011-11-19,2.3
2011-11-21,2.29
2011-11-23,2.38
2011-11-25,2.56
2011-11-27,2.4965
2011-11-29,2.981
2011-12-01,3.14
2011-12-03,3.12999
2011-12-05,2.93
2011-12-07,3.082
2011-12-09,3.039
2011-12-11,3.38
2011-12-13,3.3
2011-12-15,3.1933
2011-12-17,3.23
2011-12-19,3.70036
2011-12-21,4.11
2011-12-23,3.95
2011-12-25,4.3897
2011-12-27,4.06
2011-12-29,4.33
2011-12-31,4.995
2012-01-02,5.4999
2012-01-04,5.6063
2012-01-06,7.22
2012-01-08,7.2
2012-01-10,6.89
2012-01-12,6.997
2012-01-14,6.75
2012-01-16,7.18888
2012-01-18,6.95
2012-01-20,6.58
2012-01-22,6.39
2012-01-24,6.515
2012-01-26,6.2
2012-01-28,5.74815
2012-01-30,5.6
2012-02-01,5.638
2012-02-03,6.148
2012-02-05,5.9625
2012-02-07,5.70999
2012-02-09,5.8
2012-02-11,6
2012-02-13,5.72
2012-02-15,4.88
2012-02-17,4.76998
2012-02-19,4.33333
2012-02-21,4.4354
2012-02-23,4.92481
2012-02-25,5.07
2012-02-27,5.1
2012-02-29,4.9
2012-03-02,4.98888
2012-03-04,4.9
2012-03-06,5.05
2012-03-08,5
2012-03-10,4.94
2012-03-12,4.95915
2012-03-14,5.4444
2012-03-16,5.4
2012-03-18,5.37998
2012-03-20,4.98
2012-03-22,4.88
2012-03-24,4.74896
2012-03-26,4.73793
2012-03-28,4.84592
2012-03-30,4.83
2012-04-01,4.929
2012-04-03,5.01
2012-04-05,4.94486
2012-04-07,4.98
2012-04-09,4.8
2012-04-11,4.8941
2012-04-13,4.94464
2012-04-15,4.98389
2012-04-17,5.02207
2012-04-19,5.19
2012-04-21,5.48
2012-04-23,5.21799
2012-04-25,5.16
2012-04-27,5.1372
2012-04-29,5.0184
2012-05-01,5
2012-05-03,5.184
2012-05-05,5.1495
2012-05-07,5.0947
2012-05-09,5.09609
2012-05-11,5.03188
2012-05-13,4.99888
2012-05-15,5.09
2012-05-17,5.1345
2012-05-19,5.14291
2012-05-21,5.1475
2012-05-23,5.16
2012-05-25,5.15
2012-05-27,5.148
2012-05-29,5.15889
2012-05-31,5.19
2012-06-02,5.279
2012-06-04,5.2785
2012-06-06,5.47
2012-06-08,5.66
2012-06-10,5.62
2012-06-12,5.7
2012-06-14,5.95
2012-06-16,6.599
2012-06-18,6.4668
2012-06-20,6.64999
2012-06-22,6.79962
2012-06-24,6.5915
2012-06-26,6.4514
2012-06-28,6.66897
2012-06-30,6.693
2012-07-02,6.75
2012-07-04,6.55
2012-07-06,6.73449
2012-07-08,6.87
2012-07-10,7.239
2012-07-12,7.32
2012-07-14,7.68891
2012-07-16,8.2899
2012-07-18,9.39899
2012-07-20,9.23355
2012-07-22,9
2012-07-24,8.96
2012-07-26,8.9
2012-07-28,8.93
2012-07-30,9.15
2012-08-01,9.54
2012-08-03,11.1188
2012-08-05,11.1869
2012-08-07,11.04
2012-08-09,12
2012-08-11,11.59788
2012-08-13,11.86999
2012-08-15,12.67
2012-08-17,15.4
2012-08-19,12
2012-08-21,10.29999
2012-08-23,10.25
2012-08-25,10.25
2012-08-27,12.14999
2012-08-29,11.20999
2012-08-31,10.8359
2012-09-02,10.18999
2012-09-04,10.5934
2012-09-06,11.17
2012-09-08,11.21
2012-09-10,11.127
2012-09-12,11.3789
2012-09-14,11.75
2012-09-16,11.99
2012-09-18,12.09
2012-09-20,12.68666
2012-09-22,12.4433
2012-09-24,12.29888
2012-09-26,12.28
2012-09-28,12.444
2012-09-30,12.47499
2012-10-02,12.88
2012-10-04,13.0899
2012-10-06,12.89999
2012-10-08,12.08
2012-10-10,12.15
2012-10-12,12.15
2012-10-14,12
2012-10-16,11.99
2012-10-18,11.95998
2012-10-20,11.85
2012-10-22,11.81
2012-10-24,11.82
2012-10-26,11.09988
2012-10-28,10.61
2012-10-30,10.85
2012-11-01,11.279
2012-11-03,10.60097
2012-11-05,10.9
2012-11-07,11.21603
2012-11-09,11.07
2012-11-11,10.939
2012-11-13,11.129
2012-11-15,11.114
2012-11-17,11.8
2012-11-19,11.79998
2012-11-21,11.784
2012-11-23,12.43
2012-11-25,12.6
2012-11-27,12.52999
2012-11-29,12.599
2012-12-01,12.68778
2012-12-03,12.67901
2012-12-05,13.5
2012-12-07,13.68
2012-12-09,13.53
2012-12-11,13.63999
2012-12-13,13.79989
2012-12-15,13.7722
2012-12-17,13.498
2012-12-19,13.399
2012-12-21,13.6475
2012-12-23,13.48547
2012-12-25,13.45
2012-12-27,13.47
2012-12-29,13.67
2012-12-31,13.59
2013-01-02,13.4
2013-01-04,13.48986
2013-01-06,13.52999
2013-01-08,13.83
2013-01-10,14.32
2013-01-12,14.34999
2013-01-14,14.3
2013-01-16,14.689
2013-01-18,15.985
2013-01-20,15.89
2013-01-22,17.59
2013-01-24,19.18999
2013-01-26,17.61926
2013-01-28,18.45
2013-01-30,19.7
2013-02-01,21.3
2013-02-03,20.68
2013-02-05,20.79
2013-02-07,22.15
2013-02-09,23.69997
2013-02-11,24.1955
2013-02-13,26.09999
2013-02-15,26.99898
2013-02-17,25.6083
2013-02-19,28.78999
2013-02-21,29.80012
2013-02-23,29.27998
2013-02-25,30.25001
2013-02-27,31.40181
2013-03-01,34.87799
2013-03-03,34.10007
2013-03-05,40.04
2013-03-07,42.49271
2013-03-09,46.01112
2013-03-11,47.7397
2013-03-13,46.79999
2013-03-15,47.25005
2013-03-17,47.4419
2013-03-19,57.76
2013-03-21,73.8
2013-03-23,63
2013-03-25,73.88798
2013-03-27,88.9
2013-03-29,89.05
2013-03-31,92.50001
2013-04-02,108.73
2013-04-04,131.99899
2013-04-06,142.49765
2013-04-08,184
2013-04-10,198
2013-04-12,76.488
2013-04-14,91
2013-04-16,91
2013-04-18,96.5
2013-04-20,123.86
2013-04-22,123.515
2013-04-24,153.20019
2013-04-26,135.601
2013-04-28,135.98999
2013-04-30,139.109
2013-05-02,105.00003
2013-05-04,111.98979
2013-05-06,120.94999
2013-05-08,113.95001
2013-05-10,117.68
2013-05-12,114.32
2013-05-14,119
2013-05-16,115.09024
2013-05-18,123.74995
2013-05-20,122.65001
2013-05-22,122.64
2013-05-24,131.5
2013-05-26,134.04701
2013-05-28,128.321
2013-05-30,130.99589
2013-06-01,129.19945
2013-06-03,120.00002
2013-06-05,122.4051
2013-06-07,110.29501
2013-06-09,98.47045
2013-06-11,108
2013-06-13,109
2013-06-15,101.96998
2013-06-17,100.52521
2013-06-19,107.835
2013-06-21,111
2013-06-23,107.68389
2013-06-25,103.86665
2013-06-27,102.79001
2013-06-29,95.85301
2013-07-01,90.998
2013-07-03,82.8
2013-07-05,67.85844
2013-07-07,70.942
2013-07-09,76.32791
2013-07-11,87.15
2013-07-13,95.995
2013-07-15,98.37516
2013-07-17,97.97
2013-07-19,93.41082
2013-07-21,88.93999
2013-07-23,95.396
2013-07-25,96.2
2013-07-27,95.20461
2013-07-29,101.04202
2013-07-31,104.95555
2013-08-02,105.5
2013-08-04,104.67459
2013-08-06,106.88378
2013-08-08,101.9
2013-08-10,102.61802
2013-08-12,104.99498
2013-08-14,100.03
2013-08-16,98.51
2013-08-18,99.02
2013-08-20,104.59
2013-08-22,111.01
2013-08-24,108.79
2013-08-26,111.8
2013-08-28,119.25
2013-08-30,124.79
2013-09-01,130.82
2013-09-03,130.45
2013-09-05,124.51
2013-09-07,120.15
2013-09-09,121.66
2013-09-11,124.1
2013-09-13,128.29
2013-09-15,125.46
2013-09-17,127.56
2013-09-19,124.1
2013-09-21,123.5
2013-09-23,123.02
2013-09-25,124.18
2013-09-27,125.6
2013-09-29,128.1
